timestamp,frobenius_norm
754.921257,0.043437
754.921257,0.046839
754.981257,0.056211
754.981257,0.062439
755.041257,0.071965
755.041257,0.081196
755.081257,0.095555
755.081257,0.107391
755.141257,0.123157
755.141257,0.136031
755.181257,0.151980
755.181257,0.164509
755.241257,0.180539
755.241257,0.191430
755.281257,0.204592
755.281257,0.212845
755.341257,0.227440
755.341257,0.233730
755.381257,0.245589
755.381257,0.250105
755.441257,0.265003
755.441257,0.267424
755.481257,0.276500
755.481257,0.276187
755.541257,0.286887
755.581257,0.292185
755.581257,0.286995
755.641257,0.297873
755.641257,0.291318
755.701257,0.298660
755.701257,0.289878
755.741257,0.291427
755.741257,0.283135
755.741257,0.276187
755.801257,0.283224
755.841259,0.281810
755.841259,0.271730
755.901257,0.272524
755.901257,0.261369
755.941257,0.261658
755.941257,0.253157
756.001257,0.247679
756.001257,0.238701
756.041257,0.238413
756.041257,0.228332
756.101257,0.216408
756.101257,0.204518
756.141257,0.200045
756.141257,0.197244
756.201259,0.192264
756.201259,0.193042
756.261257,0.192379
756.261257,0.193803
756.301257,0.194312
756.301257,0.195745
756.361257,0.206120
756.361257,0.207615
756.401257,0.215646
756.401257,0.216577
756.461256,0.228782
756.461256,0.229617
756.501257,0.237493
756.501257,0.237673
756.561257,0.228860
756.561257,0.227868
756.601257,0.223397
756.601257,0.222194
756.661257,0.218325
756.661257,0.215295
756.701257,0.210769
756.701257,0.208528
756.761257,0.224382
756.761257,0.224119
756.821257,0.225708
756.821257,0.228727
756.861256,0.220286
756.861256,0.218894
756.921257,0.200042
756.921257,0.195476
756.961257,0.186042
756.961257,0.183285
757.021257,0.181800
757.021257,0.180212
757.061256,0.189604
757.061256,0.188693
757.121257,0.211693
757.121257,0.211248
757.161257,0.209116
757.161257,0.208375
757.221257,0.214674
757.221257,0.213850
757.261256,0.207814
757.261256,0.208018
757.321257,0.203113
757.321257,0.205344
757.381257,0.195887
757.381257,0.198254
757.421257,0.209024
757.421257,0.210656
757.481260,0.249458
757.521257,0.265554
757.521257,0.267236
757.521257,0.268605
757.581257,0.272879
757.621256,0.281924
757.621256,0.280107
757.681257,0.259670
757.681257,0.252385
757.721257,0.230497
757.721257,0.225034
757.781257,0.233629
757.781257,0.229453
757.821257,0.244057
757.821257,0.241015
757.881257,0.237151
757.881257,0.234040
757.921257,0.229978
757.921257,0.227775
757.981257,0.214822
757.981257,0.215759
758.041257,0.208773
758.041257,0.210740
758.081257,0.211587
758.081257,0.214199
758.141257,0.207381
758.141257,0.208119
758.181257,0.208107
758.181257,0.208355
758.241257,0.247680
758.241257,0.249980
758.281257,0.272796
758.281257,0.272431
758.341257,0.271710
758.341257,0.268783
758.381257,0.265335
758.381257,0.261437
758.441257,0.244459
758.441257,0.238566
758.481257,0.226974
758.481257,0.221314
758.541257,0.232938
758.541257,0.229381
758.601257,0.252455
758.641257,0.249457
758.641257,0.246107
758.641257,0.243446
758.701257,0.235426
758.741257,0.227906
758.741257,0.226970
758.741257,0.226868
758.801257,0.214034
758.841257,0.210394
758.841257,0.214902
758.901257,0.212042
758.901257,0.213335
758.941258,0.202972
758.941258,0.203955
759.001257,0.200792
759.001257,0.199444
759.041257,0.195432
759.041257,0.193794
759.101257,0.199984
759.101257,0.195970
759.161257,0.198911
759.161257,0.196513
759.201257,0.202919
759.201257,0.201804
759.261258,0.208322
759.261258,0.209081
759.301257,0.223882
759.301257,0.224636
759.361257,0.242704
759.361257,0.242654
759.401257,0.262213
759.401257,0.262038
759.461256,0.313546
759.461256,0.314284
759.501257,0.346976
759.501257,0.347534
759.561256,0.379613
759.561256,0.377930
759.601256,0.377931
759.601256,0.375184
759.661256,0.309235
759.661256,0.303489
759.721256,0.241110
759.721256,0.238147
759.761256,0.216052
759.761256,0.215294
759.821256,0.219993
759.821256,0.216704
759.861256,0.217661
759.861256,0.214542
759.921256,0.209083
759.921256,0.204052
759.961256,0.204572
759.961256,0.199799
760.021256,0.209792
760.021256,0.204478
760.061257,0.208551
760.061257,0.206740
760.121256,0.214741
760.121256,0.216082
760.161259,0.220714
760.161259,0.222828
760.221257,0.227325
760.221257,0.229579
760.281256,0.241573
760.281256,0.243146
760.321256,0.253214
760.321256,0.254791
760.381256,0.295086
760.381256,0.296458
760.421256,0.327587
760.421256,0.328282
760.481256,0.333462
760.481256,0.331493
760.521256,0.334314
760.521256,0.331550
760.581256,0.290618
760.621256,0.265586
760.621256,0.262699
760.621256,0.260367
760.681256,0.239498
760.721256,0.238625
760.721256,0.234540
760.721256,0.231254
760.781256,0.232327
760.821256,0.233936
760.821256,0.227922
760.881257,0.233376
760.881257,0.228278
760.941256,0.234486
760.941256,0.231145
760.981256,0.233940
760.981256,0.231404
761.041257,0.237951
761.041257,0.234693
761.081257,0.237693
761.081257,0.235151
761.141256,0.251728
761.141256,0.250143
761.181256,0.264543
761.181256,0.263212
761.241256,0.297377
761.241256,0.295602
761.281257,0.300686
761.281257,0.296987
761.341256,0.268683
761.341256,0.262324
761.381257,0.237512
761.381257,0.231738
761.441256,0.215461
761.441256,0.211293
761.501256,0.216594
761.501256,0.211343
761.541257,0.211307
761.541257,0.206230
761.601256,0.216858
761.601256,0.210127
761.641256,0.214950
761.641256,0.208678
761.701256,0.206373
761.701256,0.203036
761.741256,0.198836
761.741256,0.196933
761.801256,0.196089
761.801256,0.193027
761.841256,0.189922
761.841256,0.188016
761.901256,0.186176
761.901256,0.184601
761.941257,0.188340
761.941257,0.187662
762.001257,0.199519
762.001257,0.198655
762.061257,0.210577
762.061257,0.208316
762.101256,0.216746
762.101256,0.214492
762.161256,0.197561
762.161256,0.193552
762.201256,0.181668
762.201256,0.179456
762.261257,0.181602
762.261257,0.180169
762.301256,0.183031
762.301256,0.180874
762.361257,0.186622
762.361257,0.184335
762.401256,0.189594
762.401256,0.187291
762.461257,0.192655
762.501256,0.196882
