timestamp,angle_axis_x,angle_axis_y,angle_axis_z,angle_axis_cos,angle_axis_sin,pos_N,pos_E,pos_D,vel_N,vel_E,vel_D,accel_x,accel_y,accel_z,pos_uncert,vel_uncert
65.181,0.085,0.921,-0.380,0.378,0.926,-13.054,1.222,25.848,-15.705,4.085,19.354,1.363,-0.007,-7.510,5.380,3.119
65.181,0.086,0.918,-0.387,0.375,0.927,-12.709,1.153,25.541,-15.505,4.133,19.269,1.381,-0.002,-7.476,5.296,3.073
65.241,0.088,0.912,-0.400,0.371,0.929,-13.265,1.320,26.369,-15.621,4.303,19.481,1.396,0.017,-7.445,5.446,3.128
65.241,0.089,0.909,-0.408,0.368,0.930,-12.910,1.244,26.052,-15.409,4.355,19.391,1.414,0.023,-7.409,5.358,3.080
65.281,0.091,0.903,-0.419,0.363,0.932,-13.157,1.336,26.501,-15.406,4.489,19.500,1.443,0.037,-7.344,5.428,3.099
65.281,0.093,0.900,-0.427,0.360,0.933,-12.807,1.260,26.184,-15.195,4.541,19.409,1.461,0.044,-7.308,5.340,3.052
65.341,0.095,0.893,-0.440,0.355,0.935,-13.337,1.443,27.009,-15.282,4.723,19.614,1.440,0.036,-7.287,5.486,3.102
65.341,0.096,0.889,-0.448,0.350,0.937,-12.974,1.358,26.681,-15.058,4.780,19.518,1.459,0.045,-7.250,5.395,3.053
65.341,0.098,0.885,-0.455,0.346,0.938,-12.631,1.281,26.362,-14.847,4.830,19.425,1.476,0.055,-7.215,5.307,3.006
65.401,0.100,0.878,-0.468,0.341,0.940,-13.148,1.480,27.186,-14.921,5.016,19.624,1.523,0.078,-7.167,5.448,3.054
65.401,0.101,0.873,-0.476,0.336,0.942,-12.794,1.394,26.857,-14.697,5.071,19.526,1.541,0.089,-7.131,5.357,3.006
65.441,0.103,0.867,-0.487,0.330,0.944,-13.014,1.503,27.297,-14.661,5.218,19.622,1.566,0.107,-7.112,5.420,3.020
65.441,0.105,0.862,-0.495,0.326,0.945,-12.666,1.417,26.966,-14.438,5.271,19.523,1.583,0.120,-7.076,5.329,2.972
65.501,0.107,0.854,-0.508,0.319,0.948,-13.153,1.631,27.786,-14.479,5.467,19.711,1.611,0.108,-7.001,5.465,3.016
65.501,0.109,0.849,-0.517,0.313,0.950,-12.794,1.536,27.446,-14.242,5.524,19.606,1.629,0.123,-6.963,5.371,2.966
65.501,0.110,0.845,-0.524,0.309,0.951,-12.454,1.449,27.115,-14.019,5.575,19.506,1.645,0.139,-6.928,5.281,2.919
65.561,0.112,0.836,-0.536,0.302,0.953,-12.924,1.679,27.930,-14.047,5.774,19.689,1.654,0.161,-6.909,5.413,2.961
65.561,0.113,0.831,-0.544,0.296,0.955,-12.572,1.582,27.588,-13.810,5.830,19.581,1.671,0.178,-6.873,5.320,2.912
65.621,0.115,0.822,-0.557,0.288,0.958,-13.019,1.817,28.397,-13.811,6.035,19.754,1.711,0.211,-6.825,5.449,2.952
65.621,0.117,0.816,-0.566,0.281,0.960,-12.657,1.710,28.046,-13.560,6.093,19.641,1.728,0.230,-6.788,5.353,2.901
65.661,0.119,0.808,-0.577,0.272,0.962,-12.825,1.837,28.468,-13.468,6.251,19.714,1.730,0.225,-6.792,5.405,2.910
65.661,0.120,0.802,-0.585,0.266,0.964,-12.470,1.731,28.116,-13.218,6.305,19.600,1.746,0.247,-6.756,5.311,2.861
65.661,0.121,0.797,-0.592,0.260,0.966,-12.134,1.634,27.774,-12.985,6.354,19.491,1.760,0.269,-6.723,5.220,2.814
65.721,0.123,0.788,-0.604,0.251,0.968,-12.548,1.899,28.578,-12.966,6.557,19.659,1.774,0.281,-6.630,5.341,2.851
65.721,0.124,0.782,-0.611,0.244,0.970,-12.202,1.790,28.225,-12.716,6.608,19.543,1.788,0.305,-6.596,5.248,2.802
65.781,0.126,0.772,-0.623,0.234,0.972,-12.588,2.056,29.020,-12.667,6.818,19.699,1.813,0.373,-6.550,5.366,2.837
65.781,0.128,0.765,-0.631,0.226,0.974,-12.232,1.936,28.656,-12.402,6.870,19.576,1.827,0.400,-6.516,5.270,2.787
65.821,0.129,0.756,-0.641,0.216,0.976,-12.358,2.080,29.064,-12.271,7.026,19.634,1.850,0.416,-6.509,5.315,2.793
65.821,0.131,0.750,-0.648,0.208,0.978,-12.009,1.961,28.701,-12.009,7.073,19.511,1.862,0.444,-6.476,5.220,2.745
65.881,0.133,0.740,-0.660,0.197,0.981,-12.351,2.243,29.485,-11.927,7.283,19.655,1.862,0.478,-6.441,5.332,2.776
65.881,0.134,0.733,-0.667,0.188,0.982,-11.994,2.112,29.111,-11.651,7.330,19.525,1.874,0.508,-6.408,5.235,2.727
65.881,0.135,0.727,-0.673,0.180,0.984,-11.656,1.993,28.748,-11.394,7.371,19.401,1.883,0.539,-6.378,5.143,2.680
65.941,0.137,0.716,-0.684,0.168,0.986,-11.972,2.292,29.523,-11.299,7.576,19.542,1.875,0.559,-6.328,5.250,2.711
65.941,0.138,0.710,-0.691,0.159,0.987,-11.625,2.160,29.147,-11.026,7.616,19.410,1.884,0.592,-6.299,5.156,2.663
66.001,0.140,0.699,-0.702,0.145,0.989,-11.911,2.460,29.911,-10.906,7.821,19.539,1.907,0.625,-6.292,5.260,2.691
66.001,0.141,0.692,-0.708,0.135,0.991,-11.557,2.316,29.526,-10.620,7.858,19.400,1.916,0.660,-6.264,5.164,2.643
66.041,0.142,0.682,-0.717,0.123,0.992,-11.617,2.474,29.905,-10.435,8.003,19.436,1.945,0.715,-6.224,5.199,2.645
66.041,0.143,0.676,-0.723,0.114,0.994,-11.272,2.332,29.521,-10.156,8.034,19.298,1.951,0.752,-6.198,5.105,2.598
66.041,0.144,0.670,-0.728,0.106,0.994,-10.947,2.203,29.146,-9.896,8.061,19.167,1.955,0.788,-6.174,5.016,2.555
66.101,0.146,0.659,-0.738,0.093,0.996,-11.189,2.531,29.896,-9.761,8.255,19.289,1.956,0.817,-6.171,5.114,2.582
66.101,0.146,0.653,-0.743,0.083,0.997,-10.858,2.388,29.510,-9.488,8.279,19.150,1.960,0.854,-6.149,5.023,2.537
66.161,0.148,0.642,-0.752,0.069,0.998,-11.068,2.715,30.248,-9.329,8.469,19.263,1.951,0.893,-6.140,5.117,2.562
66.161,0.149,0.636,-0.757,0.059,0.998,-10.730,2.559,29.853,-9.044,8.488,19.118,1.953,0.933,-6.119,5.024,2.516
66.201,0.150,0.626,-0.765,0.046,0.999,-10.743,2.729,30.211,-8.835,8.616,19.142,1.957,0.961,-6.058,5.054,2.517
66.201,0.151,0.620,-0.770,0.036,0.999,-10.416,2.576,29.816,-8.557,8.629,18.998,1.957,1.001,-6.040,4.964,2.474
66.201,0.152,0.615,-0.774,0.027,1.000,-10.106,2.437,29.431,-8.300,8.641,18.862,1.954,1.040,-6.024,4.879,2.433
66.261,0.153,0.605,-0.782,0.014,1.000,-10.272,2.787,30.153,-8.130,8.816,18.969,1.988,1.095,-6.027,4.968,2.458
66.261,0.153,0.599,-0.786,0.004,1.000,-9.958,2.633,29.757,-7.862,8.823,18.824,1.986,1.135,-6.014,4.881,2.416
66.321,0.155,0.589,-0.793,-0.011,1.000,-10.093,2.979,30.467,-7.670,8.993,18.922,1.962,1.197,-6.024,4.967,2.439
66.321,0.155,0.583,-0.798,-0.022,1.000,-9.776,2.811,30.063,-7.393,8.992,18.772,1.959,1.238,-6.012,4.878,2.396
66.381,0.157,0.572,-0.805,-0.037,0.999,-9.879,3.154,30.761,-7.181,9.152,18.860,1.992,1.277,-5.991,4.961,2.418
66.381,0.157,0.566,-0.809,-0.048,0.999,-9.559,2.974,30.347,-6.896,9.145,18.704,1.987,1.320,-5.980,4.872,2.375
66.421,0.158,0.557,-0.815,-0.062,0.998,-9.507,3.146,30.670,-6.657,9.243,18.710,1.954,1.353,-5.968,4.897,2.376
66.421,0.159,0.551,-0.819,-0.073,0.997,-9.200,2.971,30.258,-6.384,9.231,18.557,1.947,1.395,-5.960,4.810,2.336
66.421,0.159,0.546,-0.823,-0.082,0.997,-8.911,2.812,29.856,-6.132,9.219,18.413,1.938,1.435,-5.954,4.729,2.299
66.481,0.160,0.537,-0.828,-0.096,0.995,-8.970,3.176,30.535,-5.922,9.367,18.500,1.924,1.484,-5.960,4.810,2.321
66.481,0.161,0.531,-0.832,-0.106,0.994,-8.681,3.003,30.123,-5.664,9.347,18.350,1.915,1.525,-5.956,4.727,2.283
66.541,0.162,0.522,-0.837,-0.121,0.993,-8.708,3.360,30.788,-5.435,9.485,18.431,1.889,1.567,-5.931,4.805,2.304
66.541,0.162,0.516,-0.841,-0.131,0.991,-8.415,3.174,30.366,-5.170,9.458,18.275,1.878,1.608,-5.928,4.721,2.265
66.581,0.163,0.509,-0.845,-0.145,0.989,-8.324,3.352,30.662,-4.928,9.534,18.274,1.898,1.627,-5.920,4.745,2.267
66.581,0.163,0.504,-0.848,-0.155,0.988,-8.045,3.171,30.241,-4.676,9.504,18.120,1.886,1.667,-5.921,4.664,2.231
66.581,0.164,0.499,-0.851,-0.163,0.987,-7.782,3.006,29.830,-4.443,9.476,17.974,1.873,1.705,-5.923,4.589,2.197
66.641,0.164,0.491,-0.856,-0.176,0.984,-7.770,3.379,30.477,-4.221,9.598,18.053,1.880,1.745,-5.929,4.664,2.219
66.641,0.165,0.486,-0.858,-0.186,0.983,-7.509,3.200,30.058,-3.984,9.563,17.903,1.867,1.782,-5.932,4.587,2.185
66.701,0.166,0.478,-0.863,-0.200,0.980,-7.472,3.565,30.692,-3.748,9.675,17.974,1.847,1.856,-5.924,4.661,2.206
66.701,0.166,0.473,-0.865,-0.210,0.978,-7.214,3.373,30.266,-3.509,9.631,17.819,1.834,1.893,-5.929,4.583,2.171
66.761,0.167,0.465,-0.870,-0.223,0.975,-7.152,3.730,30.888,-3.265,9.732,17.886,1.803,1.910,-5.923,4.655,2.191
66.761,0.167,0.460,-0.872,-0.234,0.972,-6.898,3.527,30.455,-3.026,9.680,17.729,1.790,1.946,-5.930,4.577,2.157
66.761,0.167,0.456,-0.874,-0.243,0.970,-6.659,3.344,30.034,-2.807,9.633,17.579,1.775,1.980,-5.938,4.504,2.126
66.801,0.168,0.449,-0.877,-0.253,0.967,-6.529,3.531,30.306,-2.582,9.682,17.578,1.764,2.026,-5.958,4.529,2.130
66.801,0.168,0.445,-0.880,-0.262,0.965,-6.303,3.351,29.887,-2.373,9.633,17.431,1.749,2.059,-5.967,4.458,2.100
66.861,0.169,0.438,-0.883,-0.275,0.962,-6.209,3.718,30.492,-2.142,9.725,17.496,1.744,2.077,-6.008,4.530,2.122
66.861,0.169,0.434,-0.885,-0.283,0.959,-5.988,3.526,30.065,-1.933,9.668,17.345,1.731,2.109,-6.018,4.458,2.091
66.921,0.170,0.427,-0.888,-0.297,0.955,-5.874,3.883,30.662,-1.696,9.750,17.409,1.683,2.128,-6.029,4.528,2.112
66.921,0.170,0.422,-0.890,-0.305,0.952,-5.658,3.680,30.232,-1.489,9.685,17.256,1.670,2.159,-6.040,4.456,2.081
66.961,0.170,0.416,-0.893,-0.317,0.949,-5.503,3.851,30.481,-1.264,9.712,17.245,1.676,2.229,-6.037,4.479,2.085
66.961,0.170,0.413,-0.895,-0.325,0.946,-5.302,3.653,30.053,-1.071,9.646,17.095,1.664,2.257,-6.049,4.410,2.057
66.961,0.170,0.409,-0.896,-0.333,0.943,-5.113,3.473,29.635,-0.892,9.586,16.953,1.651,2.284,-6.062,4.346,2.031
67.021,0.171,0.403,-0.899,-0.344,0.939,-4.972,3.838,30.218,-0.669,9.659,17.016,1.647,2.285,-6.090,4.417,2.053
67.021,0.171,0.399,-0.901,-0.352,0.936,-4.790,3.646,29.795,-0.492,9.591,16.870,1.636,2.311,-6.103,4.351,2.026
67.081,0.172,0.393,-0.903,-0.364,0.932,-4.634,4.001,30.368,-0.264,9.651,16.928,1.636,2.359,-6.111,4.420,2.047
67.081,0.172,0.389,-0.905,-0.371,0.929,-4.459,3.799,29.942,-0.091,9.576,16.781,1.627,2.384,-6.124,4.354,2.020
67.121,0.172,0.384,-0.907,-0.381,0.924,-4.290,3.967,30.180,0.113,9.586,16.769,1.643,2.375,-6.163,4.378,2.026
67.121,0.172,0.380,-0.909,-0.390,0.921,-4.128,3.770,29.758,0.275,9.511,16.626,1.633,2.398,-6.176,4.314,2.000
67.121,0.172,0.377,-0.910,-0.396,0.918,-3.976,3.590,29.345,0.424,9.443,16.488,1.623,2.419,-6.189,4.255,1.977
67.181,0.173,0.371,-0.912,-0.406,0.914,-3.795,3.949,29.905,0.637,9.495,16.549,1.582,2.443,-6.166,4.325,2.000
67.181,0.173,0.368,-0.913,-0.413,0.911,-3.650,3.758,29.487,0.784,9.420,16.409,1.575,2.464,-6.180,4.264,1.976
67.241,0.174,0.363,-0.916,-0.424,0.906,-3.458,4.105,30.039,1.001,9.458,16.465,1.579,2.528,-6.157,4.333,1.998
67.241,0.174,0.359,-0.917,-0.432,0.902,-3.321,3.904,29.619,1.143,9.375,16.324,1.574,2.547,-6.171,4.271,1.973
67.301,0.174,0.354,-0.919,-0.442,0.897,-3.118,4.238,30.164,1.358,9.404,16.378,1.528,2.528,-6.209,4.338,1.994
67.301,0.174,0.350,-0.920,-0.449,0.893,-2.991,4.029,29.741,1.495,9.315,16.236,1.525,2.546,-6.222,4.276,1.970
67.301,0.174,0.348,-0.921,-0.456,0.890,-2.872,3.838,29.328,1.622,9.233,16.100,1.521,2.564,-6.235,4.219,1.948
67.341,0.174,0.343,-0.923,-0.465,0.886,-2.693,4.004,29.553,1.796,9.225,16.093,1.572,2.567,-6.240,4.246,1.956
67.341,0.175,0.340,-0.924,-0.471,0.882,-2.586,3.817,29.144,1.912,9.144,15.960,1.569,2.583,-6.253,4.190,1.935
67.401,0.175,0.335,-0.926,-0.480,0.877,-2.369,4.152,29.679,2.111,9.165,16.011,1.561,2.629,-6.321,4.259,1.957
67.401,0.175,0.332,-0.927,-0.487,0.874,-2.272,3.956,29.267,2.223,9.077,15.877,1.562,2.644,-6.333,4.201,1.935
67.461,0.175,0.327,-0.929,-0.497,0.868,-2.047,4.278,29.795,2.420,9.084,15.928,1.546,2.660,-6.286,4.269,1.957
67.461,0.175,0.324,-0.930,-0.503,0.864,-1.961,4.074,29.382,2.526,8.990,15.793,1.549,2.674,-6.297,4.211,1.935
67.461,0.175,0.321,-0.931,-0.509,0.861,-1.879,3.887,28.977,2.624,8.904,15.663,1.551,2.688,-6.309,4.157,1.915
67.501,0.176,0.317,-0.932,-0.517,0.856,-1.697,4.044,29.194,2.780,8.880,15.655,1.582,2.703,-6.356,4.186,1.924
67.501,0.176,0.315,-0.933,-0.523,0.852,-1.625,3.860,28.794,2.870,8.795,15.527,1.585,2.716,-6.367,4.134,1.904
67.561,0.176,0.310,-0.934,-0.532,0.847,-1.389,4.179,29.315,3.052,8.793,15.577,1.611,2.729,-6.392,4.202,1.927
67.561,0.176,0.307,-0.935,-0.538,0.843,-1.328,3.987,28.913,3.136,8.701,15.449,1.618,2.741,-6.402,4.148,1.907
67.621,0.176,0.302,-0.937,-0.547,0.837,-1.087,4.292,29.428,3.315,8.688,15.500,1.572,2.727,-6.374,4.215,1.928
67.621,0.176,0.299,-0.938,-0.553,0.833,-1.037,4.092,29.026,3.394,8.590,15.372,1.581,2.738,-6.383,4.160,1.908
67.621,0.176,0.297,-0.938,-0.558,0.830,-0.988,3.908,28.631,3.467,8.500,15.248,1.589,2.749,-6.392,4.110,1.889
67.681,0.177,0.292,-0.940,-0.568,0.823,-0.742,4.210,29.138,3.635,8.480,15.297,1.654,2.747,-6.394,4.178,1.912
67.681,0.177,0.290,-0.941,-0.573,0.820,-0.704,4.018,28.741,3.702,8.384,15.172,1.665,2.757,-6.403,4.126,1.893
67.721,0.177,0.286,-0.942,-0.581,0.814,-0.526,4.151,28.946,3.833,8.334,15.162,1.671,2.767,-6.452,4.154,1.902
67.721,0.177,0.284,-0.943,-0.587,0.810,-0.496,3.965,28.553,3.894,8.240,15.040,1.683,2.776,-6.460,4.104,1.883
67.781,0.177,0.279,-0.944,-0.596,0.803,-0.241,4.251,29.052,4.052,8.203,15.087,1.727,2.789,-6.434,4.171,1.905
67.781,0.177,0.276,-0.945,-0.601,0.799,-0.221,4.058,28.657,4.108,8.104,14.964,1.741,2.799,-6.441,4.119,1.886
67.841,0.177,0.271,-0.946,-0.611,0.792,0.035,4.329,29.149,4.266,8.057,15.009,1.689,2.841,-6.454,4.186,1.907
67.841,0.177,0.269,-0.947,-0.616,0.788,0.044,4.130,28.751,4.315,7.952,14.886,1.705,2.849,-6.460,4.133,1.888
67.841,0.177,0.267,-0.947,-0.620,0.784,0.055,3.947,28.361,4.361,7.857,14.767,1.720,2.858,-6.466,4.085,1.871
67.881,0.178,0.263,-0.948,-0.628,0.778,0.233,4.069,28.557,4.474,7.793,14.758,1.790,2.848,-6.498,4.114,1.880
67.881,0.178,0.261,-0.949,-0.633,0.774,0.238,3.892,28.171,4.514,7.699,14.641,1.806,2.857,-6.503,4.067,1.863
67.941,0.178,0.256,-0.950,-0.642,0.767,0.500,4.154,28.653,4.658,7.639,14.686,1.820,2.891,-6.470,4.134,1.885
67.941,0.178,0.253,-0.951,-0.647,0.763,0.494,3.969,28.265,4.693,7.540,14.569,1.839,2.899,-6.475,4.085,1.867
68.001,0.178,0.248,-0.952,-0.656,0.755,0.756,4.216,28.742,4.830,7.469,14.611,1.847,2.890,-6.491,4.152,1.888
68.001,0.178,0.246,-0.953,-0.660,0.751,0.739,4.026,28.352,4.860,7.365,14.494,1.868,2.897,-6.495,4.101,1.870
68.001,0.178,0.244,-0.953,-0.665,0.747,0.725,3.851,27.969,4.887,7.271,14.380,1.887,2.905,-6.500,4.054,1.854
68.061,0.178,0.239,-0.954,-0.674,0.739,0.991,4.092,28.439,5.016,7.195,14.426,1.895,2.875,-6.472,4.122,1.875
68.061,0.178,0.237,-0.955,-0.678,0.735,0.967,3.911,28.054,5.038,7.095,14.311,1.917,2.882,-6.475,4.074,1.858
68.101,0.178,0.233,-0.956,-0.686,0.727,1.136,4.006,28.238,5.126,7.005,14.300,1.992,2.913,-6.545,4.103,1.867
68.101,0.178,0.231,-0.956,-0.690,0.724,1.108,3.831,27.856,5.144,6.909,14.188,2.014,2.920,-6.548,4.056,1.851
68.161,0.179,0.226,-0.958,-0.699,0.715,1.377,4.052,28.311,5.264,6.816,14.229,2.011,2.918,-6.510,4.122,1.871
68.161,0.179,0.224,-0.958,-0.703,0.711,1.341,3.873,27.923,5.278,6.715,14.115,2.034,2.925,-6.513,4.074,1.854
68.221,0.179,0.219,-0.959,-0.713,0.702,1.608,4.078,28.373,5.391,6.612,14.151,2.046,2.942,-6.569,4.140,1.874
68.221,0.179,0.217,-0.960,-0.717,0.697,1.563,3.895,27.983,5.400,6.508,14.038,2.071,2.948,-6.571,4.090,1.857
68.221,0.179,0.215,-0.960,-0.721,0.693,1.523,3.727,27.599,5.408,6.413,13.927,2.094,2.955,-6.574,4.045,1.842
68.261,0.179,0.211,-0.961,-0.728,0.686,1.691,3.807,27.769,5.482,6.312,13.915,2.138,2.960,-6.579,4.075,1.851
68.261,0.179,0.209,-0.961,-0.731,0.682,1.647,3.644,27.389,5.487,6.219,13.806,2.161,2.966,-6.581,4.030,1.836
68.321,0.179,0.204,-0.962,-0.741,0.672,1.919,3.836,27.828,5.586,6.105,13.845,2.205,2.962,-6.537,4.096,1.856
68.321,0.179,0.202,-0.963,-0.744,0.668,1.865,3.669,27.446,5.586,6.008,13.736,2.231,2.968,-6.539,4.050,1.840
68.381,0.179,0.197,-0.964,-0.753,0.658,2.137,3.846,27.873,5.682,5.883,13.771,2.246,2.987,-6.548,4.115,1.859
68.381,0.179,0.195,-0.964,-0.757,0.653,2.080,3.676,27.484,5.679,5.785,13.661,2.272,2.993,-6.550,4.067,1.843
68.381,0.179,0.194,-0.965,-0.761,0.649,2.028,3.520,27.101,5.677,5.694,13.553,2.297,2.999,-6.552,4.023,1.828
68.441,0.179,0.189,-0.966,-0.769,0.639,2.301,3.688,27.522,5.764,5.565,13.587,2.332,2.982,-6.582,4.089,1.848
68.441,0.179,0.187,-0.966,-0.773,0.635,2.239,3.528,27.138,5.757,5.471,13.479,2.358,2.988,-6.584,4.043,1.833
68.481,0.179,0.183,-0.967,-0.780,0.626,2.400,3.580,27.290,5.807,5.349,13.465,2.411,3.006,-6.596,4.072,1.841
68.481,0.179,0.181,-0.967,-0.783,0.622,2.337,3.426,26.909,5.798,5.258,13.359,2.437,3.012,-6.597,4.027,1.826
68.541,0.180,0.176,-0.968,-0.788,0.615,2.609,3.575,27.312,5.900,5.093,13.392,2.316,3.549,-6.475,4.093,1.845
68.541,0.180,0.174,-0.968,-0.792,0.610,2.541,3.420,26.922,5.888,5.001,13.283,2.343,3.554,-6.478,4.046,1.829
68.541,0.180,0.173,-0.968,-0.795,0.606,2.480,3.277,26.541,5.877,4.916,13.177,2.368,3.560,-6.482,4.004,1.816
68.601,0.180,0.161,-0.970,-0.799,0.602,2.741,3.434,26.907,5.946,4.726,13.225,2.697,3.453,-5.835,4.071,1.835
68.601,0.180,0.161,-0.970,-0.803,0.596,2.665,3.295,26.510,5.930,4.637,13.110,2.727,3.453,-5.847,4.026,1.821
68.641,0.169,0.175,-0.970,-0.823,0.568,2.667,3.435,26.371,5.776,4.720,12.858,3.852,-3.761,-9.324,4.076,1.839
68.641,0.163,0.187,-0.969,-0.838,0.546,2.499,3.378,25.849,5.749,4.645,12.655,3.931,-3.813,-9.418,4.036,1.828
68.701,0.156,0.179,-0.972,-0.823,0.568,2.872,3.673,26.146,5.780,4.609,12.711,2.776,3.465,-6.459,4.080,1.837
68.701,0.160,0.180,-0.971,-0.818,0.576,2.850,3.613,25.766,5.753,4.590,12.635,2.782,3.483,-6.450,4.024,1.818
68.721,0.165,0.178,-0.970,-0.811,0.586,2.931,3.612,25.682,5.763,4.524,12.609,2.194,3.688,-6.795,4.010,1.813
68.761,0.167,0.176,-0.970,-0.816,0.577,3.090,3.663,25.858,5.745,4.428,12.607,3.103,1.951,-6.804,4.035,1.819
68.761,0.168,0.174,-0.970,-0.819,0.574,3.020,3.534,25.543,5.724,4.344,12.522,3.126,1.955,-6.807,3.990,1.805
68.821,0.169,0.172,-0.970,-0.831,0.556,3.263,3.644,25.970,5.765,4.192,12.549,2.640,2.917,-6.842,4.053,1.822
68.821,0.170,0.171,-0.970,-0.836,0.549,3.173,3.505,25.656,5.740,4.097,12.459,2.669,2.916,-6.849,4.007,1.808
68.861,0.168,0.172,-0.971,-0.851,0.526,3.264,3.526,25.803,5.752,3.946,12.412,2.727,2.884,-6.853,4.038,1.816
68.861,0.167,0.173,-0.971,-0.858,0.514,3.151,3.398,25.474,5.725,3.847,12.303,2.766,2.871,-6.875,3.995,1.804
68.921,0.183,0.196,-0.963,-0.871,0.491,3.448,3.770,25.587,5.754,3.822,12.219,2.776,2.810,-6.990,4.060,1.824
68.921,0.192,0.208,-0.959,-0.877,0.480,3.382,3.788,25.192,5.731,3.788,12.090,2.806,2.783,-7.065,4.008,1.808
68.921,0.198,0.215,-0.956,-0.883,0.469,3.312,3.753,24.899,5.707,3.733,11.993,2.836,2.765,-7.112,3.954,1.793
68.981,0.192,0.199,-0.961,-0.960,0.279,2.992,3.239,25.653,5.648,2.965,11.855,3.141,2.546,-7.326,4.029,1.818
68.981,0.190,0.205,-0.960,-0.977,0.212,2.733,3.111,25.355,5.575,2.754,11.658,3.285,2.460,-7.456,3.970,1.801
69.021,-0.147,-0.031,0.989,-0.936,0.352,0.237,1.345,27.900,4.147,0.412,12.102,4.255,2.169,-7.106,4.012,1.814
69.021,-0.107,-0.062,0.992,-0.934,0.358,0.218,1.526,27.280,4.185,0.570,11.764,4.432,2.093,-7.282,3.951,1.797
69.081,-0.030,0.022,0.999,-0.759,0.652,-1.068,1.528,29.319,2.844,-0.065,12.313,5.232,2.437,-6.929,4.005,1.814
69.081,0.029,-0.025,0.999,-0.800,0.600,-0.788,1.663,28.688,3.148,0.237,11.983,5.276,2.347,-7.100,3.894,1.784
69.081,0.065,-0.031,0.997,-0.784,0.621,-0.857,1.720,28.726,3.093,0.265,11.949,5.426,2.341,-7.131,3.787,1.756
69.141,0.129,-0.031,0.991,-0.729,0.685,-0.784,1.811,29.745,2.614,0.436,12.245,5.677,2.339,-7.096,3.782,1.759
69.141,0.160,-0.036,0.987,-0.720,0.694,-0.741,1.822,29.911,2.621,0.467,12.277,5.763,2.340,-7.088,3.666,1.734
69.181,0.199,-0.041,0.979,-0.698,0.716,-0.559,1.836,30.544,2.367,0.638,12.508,5.840,2.301,-7.031,3.615,1.728
69.181,0.215,-0.045,0.976,-0.696,0.718,-0.469,1.801,30.656,2.405,0.646,12.529,5.862,2.303,-7.030,3.504,1.706
69.241,0.249,-0.048,0.967,-0.669,0.744,-0.202,1.793,31.432,2.022,0.899,12.870,5.810,2.302,-7.107,3.486,1.709
69.241,0.255,-0.051,0.965,-0.670,0.742,-0.109,1.740,31.450,2.067,0.892,12.860,5.801,2.301,-7.124,3.382,1.689
69.301,0.278,-0.053,0.959,-0.645,0.764,0.127,1.721,32.143,1.668,1.137,13.201,5.748,2.461,-7.147,3.371,1.693
69.301,0.278,-0.054,0.959,-0.647,0.762,0.203,1.660,32.077,1.708,1.116,13.161,5.725,2.461,-7.178,3.278,1.675
69.301,0.277,-0.055,0.959,-0.649,0.761,0.266,1.605,32.007,1.742,1.097,13.124,5.706,2.462,-7.204,3.198,1.660
69.361,0.294,-0.055,0.954,-0.623,0.782,0.459,1.595,32.627,1.336,1.356,13.446,5.757,2.318,-7.279,3.210,1.669
69.361,0.290,-0.056,0.955,-0.627,0.779,0.514,1.535,32.491,1.368,1.329,13.380,5.731,2.317,-7.319,3.137,1.655
69.401,0.298,-0.056,0.953,-0.609,0.793,0.630,1.521,32.836,1.103,1.497,13.564,5.696,2.330,-7.378,3.130,1.657
69.401,0.293,-0.056,0.954,-0.612,0.791,0.672,1.467,32.675,1.129,1.470,13.493,5.674,2.329,-7.417,3.068,1.645
69.461,0.305,-0.058,0.951,-0.586,0.810,0.802,1.483,33.228,0.721,1.743,13.782,5.605,2.283,-7.551,3.097,1.655
69.461,0.298,-0.058,0.953,-0.589,0.808,0.837,1.430,33.024,0.745,1.713,13.696,5.582,2.282,-7.593,3.040,1.643
69.461,0.294,-0.057,0.954,-0.591,0.807,0.866,1.384,32.842,0.767,1.688,13.622,5.566,2.281,-7.628,2.992,1.634
69.521,0.304,-0.062,0.951,-0.562,0.827,0.961,1.418,33.393,0.357,1.971,13.910,5.548,2.316,-7.643,3.033,1.646
69.521,0.297,-0.061,0.953,-0.566,0.825,0.988,1.370,33.171,0.377,1.941,13.825,5.528,2.316,-7.677,2.986,1.636
69.561,0.298,-0.067,0.952,-0.545,0.839,1.045,1.388,33.486,0.107,2.128,13.981,5.480,2.448,-7.974,3.003,1.641
69.561,0.292,-0.066,0.954,-0.547,0.837,1.076,1.341,33.276,0.128,2.100,13.903,5.462,2.447,-8.003,2.961,1.632
69.621,0.298,-0.072,0.952,-0.523,0.852,1.144,1.403,33.733,-0.274,2.347,14.154,5.303,3.160,-6.898,3.009,1.644
69.621,0.290,-0.073,0.954,-0.525,0.851,1.180,1.356,33.441,-0.249,2.317,14.026,5.282,3.149,-6.953,2.968,1.634
69.681,0.293,-0.078,0.953,-0.503,0.864,1.223,1.431,33.935,-0.662,2.602,14.241,5.256,2.962,-8.083,3.020,1.647
69.681,0.286,-0.077,0.955,-0.507,0.862,1.258,1.383,33.656,-0.639,2.568,14.131,5.236,2.954,-8.121,2.981,1.637
69.681,0.281,-0.077,0.957,-0.510,0.860,1.286,1.342,33.409,-0.619,2.541,14.036,5.223,2.948,-8.153,2.949,1.630
